21,60
24,10
24,00
24,20
23,56
23,72
23,02
23,46
23,24
23,74
23,30
22,86
22,98
22,84
22,44
21,38
21,40
18,72
18,66
18,44
20,48
21,48
23,50
23,34
24,24
23,58
23,24
23,12
22,66
22,36
22,60
22,46
22,56
23,38
24,06
24,80
25,18
24,82
25,20
24,12
23,54
23,72
24,74
23,48
24,66
24,50
23,68
23,28
23,98
22,92
22,56
23,40
23,72
23,44
23,90
24,60
22,68
21,90
21,18
20,22
19,82
21,72
25,40
25,13
24,85
24,54
24,18
24,46
24,14
24,60
24,16
23,56
23,66
22,54
